Local time,Open,High,Low,Close,Volume
14.12.2010 23:00:00.000 GMT+0100,1.34529,1.34593,1.32569,1.32757,145603.20179999998
15.12.2010 23:00:00.000 GMT+0100,1.32699,1.33320,1.32589,1.33196,122599.4003
16.12.2010 23:00:00.000 GMT+0100,1.33137,1.34451,1.32805,1.33690,147929.09929999997
17.12.2010 23:00:00.000 GMT+0100,1.33690,1.33690,1.33690,1.33690,0
18.12.2010 23:00:00.000 GMT+0100,1.33690,1.33690,1.33690,1.33690,0
19.12.2010 23:00:00.000 GMT+0100,1.33340,1.33991,1.32920,1.33479,146309.89510000002
20.12.2010 23:00:00.000 GMT+0100,1.33479,1.34337,1.33125,1.33169,147921.34759999998
21.12.2010 23:00:00.000 GMT+0100,1.33160,1.33606,1.32562,1.32693,127405.82759999999
22.12.2010 23:00:00.000 GMT+0100,1.32693,1.33064,1.31874,1.32337,110689.08120000002
23.12.2010 23:00:00.000 GMT+0100,1.32320,1.32575,1.31797,1.32173,61796.87700000001
24.12.2010 23:00:00.000 GMT+0100,1.32173,1.32173,1.32173,1.32173,0
25.12.2010 23:00:00.000 GMT+0100,1.32173,1.32173,1.32173,1.32173,0
26.12.2010 23:00:00.000 GMT+0100,1.32035,1.32728,1.32003,1.32499,83408.19189999999
27.12.2010 23:00:00.000 GMT+0100,1.32464,1.33369,1.30901,1.31242,121241.38000000002
28.12.2010 23:00:00.000 GMT+0100,1.31237,1.32424,1.30881,1.32314,115055.89970000001
29.12.2010 23:00:00.000 GMT+0100,1.32314,1.33108,1.32151,1.32792,105738.85099999998
30.12.2010 23:00:00.000 GMT+0100,1.32797,1.33723,1.32647,1.33470,101382.1002
31.12.2010 23:00:00.000 GMT+0100,1.33470,1.33496,1.33470,1.33496,0
01.01.2011 23:00:00.000 GMT+0100,1.33496,1.33496,1.33496,1.33496,0
02.01.2011 23:00:00.000 GMT+0100,1.32697,1.32868,1.31605,1.32737,108611.9304
03.01.2011 23:00:00.000 GMT+0100,1.32742,1.33535,1.32292,1.32830,159860.99120000005
04.01.2011 23:00:00.000 GMT+0100,1.32830,1.32934,1.30710,1.30894,149427.4878
05.01.2011 23:00:00.000 GMT+0100,1.30894,1.31146,1.29507,1.29562,140973.52039999998
06.01.2011 23:00:00.000 GMT+0100,1.29563,1.29932,1.27956,1.28123,157669.8686
07.01.2011 23:00:00.000 GMT+0100,1.28123,1.28123,1.28123,1.28123,0
08.01.2011 23:00:00.000 GMT+0100,1.28123,1.28123,1.28123,1.28123,0
09.01.2011 23:00:00.000 GMT+0100,1.27781,1.28898,1.27714,1.28616,128634.84120000001
10.01.2011 23:00:00.000 GMT+0100,1.28622,1.28898,1.28103,1.28466,134055.8292
11.01.2011 23:00:00.000 GMT+0100,1.28468,1.29878,1.27763,1.29414,125931.8503
12.01.2011 23:00:00.000 GMT+0100,1.29418,1.32256,1.29164,1.32180,106447.43959999998
13.01.2011 23:00:00.000 GMT+0100,1.32177,1.33730,1.31863,1.32668,108360.44040000002
14.01.2011 23:00:00.000 GMT+0100,1.32668,1.32668,1.32668,1.32668,0
15.01.2011 23:00:00.000 GMT+0100,1.32668,1.32668,1.32668,1.32668,0
16.01.2011 23:00:00.000 GMT+0100,1.32176,1.32223,1.30899,1.31155,92403.53030000003
17.01.2011 23:00:00.000 GMT+0100,1.31116,1.33182,1.30893,1.32669,135110.60110000003
18.01.2011 23:00:00.000 GMT+0100,1.32592,1.34358,1.32551,1.34119,147446.46889999998
19.01.2011 23:00:00.000 GMT+0100,1.34109,1.35111,1.33835,1.34342,142835.16019999998
20.01.2011 23:00:00.000 GMT+0100,1.34341,1.35540,1.34076,1.35211,116615.1697
21.01.2011 23:00:00.000 GMT+0100,1.35211,1.35211,1.35211,1.35211,0
22.01.2011 23:00:00.000 GMT+0100,1.35211,1.35211,1.35211,1.35211,0
23.01.2011 23:00:00.000 GMT+0100,1.35426,1.36019,1.34964,1.35456,91637.15950000002
24.01.2011 23:00:00.000 GMT+0100,1.35453,1.36745,1.35059,1.36329,113975.20859999998
25.01.2011 23:00:00.000 GMT+0100,1.36325,1.36600,1.35972,1.36266,101053.1906
26.01.2011 23:00:00.000 GMT+0100,1.36267,1.37072,1.35914,1.36406,100888.4801
27.01.2011 23:00:00.000 GMT+0100,1.36396,1.36785,1.35757,1.36224,102374.04050000002
28.01.2011 23:00:00.000 GMT+0100,1.36224,1.36224,1.36224,1.36224,0
29.01.2011 23:00:00.000 GMT+0100,1.36224,1.36224,1.36224,1.36224,0
30.01.2011 23:00:00.000 GMT+0100,1.36029,1.37724,1.35874,1.37026,120374.43989999998
31.01.2011 23:00:00.000 GMT+0100,1.37010,1.37495,1.36725,1.36964,133248.48
01.02.2011 23:00:00.000 GMT+0100,1.36960,1.37190,1.36097,1.36406,143843.2705
02.02.2011 23:00:00.000 GMT+0100,1.36413,1.36517,1.34780,1.35119,120443.5004
03.02.2011 23:00:00.000 GMT+0100,1.35107,1.35138,1.33479,1.34038,126206.31029999998
04.02.2011 23:00:00.000 GMT+0100,1.34038,1.34038,1.34038,1.34038,0
05.02.2011 23:00:00.000 GMT+0100,1.34038,1.34038,1.34038,1.34038,0
06.02.2011 23:00:00.000 GMT+0100,1.33919,1.34653,1.33442,1.34555,120928.19189999999
07.02.2011 23:00:00.000 GMT+0100,1.34563,1.36127,1.34334,1.35581,131169.7516
08.02.2011 23:00:00.000 GMT+0100,1.35565,1.36594,1.35330,1.36439,111706.73039999999
09.02.2011 23:00:00.000 GMT+0100,1.36438,1.36515,1.35227,1.35337,129700.64050000001
10.02.2011 23:00:00.000 GMT+0100,1.35338,1.35531,1.33611,1.33827,114707.83019999998
11.02.2011 23:00:00.000 GMT+0100,1.33827,1.33827,1.33827,1.33827,0
12.02.2011 23:00:00.000 GMT+0100,1.33827,1.33827,1.33827,1.33827,0
13.02.2011 23:00:00.000 GMT+0100,1.33585,1.33768,1.32684,1.33396,119923.88
14.02.2011 23:00:00.000 GMT+0100,1.33397,1.33734,1.32946,1.33441,149298.11920000002
15.02.2011 23:00:00.000 GMT+0100,1.33450,1.33936,1.32886,1.33598,133950.7193
16.02.2011 23:00:00.000 GMT+0100,1.33529,1.34133,1.33195,1.33939,139104.61020000002
17.02.2011 23:00:00.000 GMT+0100,1.33931,1.35269,1.33100,1.35057,149448.26100000003
18.02.2011 23:00:00.000 GMT+0100,1.35057,1.35057,1.35057,1.35057,0
19.02.2011 23:00:00.000 GMT+0100,1.35057,1.35057,1.35057,1.35057,0
20.02.2011 23:00:00.000 GMT+0100,1.34920,1.35120,1.34184,1.34370,89898.11930000002
21.02.2011 23:00:00.000 GMT+0100,1.34373,1.35420,1.33341,1.35186,180072.85090000002
22.02.2011 23:00:00.000 GMT+0100,1.35179,1.37102,1.35132,1.36009,165911.7911
23.02.2011 23:00:00.000 GMT+0100,1.36009,1.36129,1.35192,1.35580,178792.48930000004
24.02.2011 23:00:00.000 GMT+0100,1.35577,1.35880,1.34333,1.34419,138857.2408
25.02.2011 23:00:00.000 GMT+0100,1.34419,1.34419,1.34419,1.34419,0
26.02.2011 23:00:00.000 GMT+0100,1.34419,1.34419,1.34419,1.34419,0
27.02.2011 23:00:00.000 GMT+0100,1.34581,1.35463,1.34009,1.34117,150606.8689
28.02.2011 23:00:00.000 GMT+0100,1.34107,1.34798,1.33871,1.34216,148363.951
01.03.2011 23:00:00.000 GMT+0100,1.34213,1.35077,1.34051,1.34903,144751.5105
02.03.2011 23:00:00.000 GMT+0100,1.34890,1.36042,1.34551,1.35761,134599.7796
03.03.2011 23:00:00.000 GMT+0100,1.35759,1.36146,1.35524,1.36089,126631.47929999999
04.03.2011 23:00:00.000 GMT+0100,1.36089,1.36089,1.36089,1.36089,0
05.03.2011 23:00:00.000 GMT+0100,1.36089,1.36089,1.36089,1.36089,0
06.03.2011 23:00:00.000 GMT+0100,1.36149,1.36223,1.35638,1.35885,129915.91849999997
07.03.2011 23:00:00.000 GMT+0100,1.35887,1.36257,1.34927,1.35038,106111.3808
08.03.2011 23:00:00.000 GMT+0100,1.35018,1.35073,1.34466,1.34668,127463.6207
09.03.2011 23:00:00.000 GMT+0100,1.34650,1.34999,1.33891,1.34610,154554.9504
10.03.2011 23:00:00.000 GMT+0100,1.34615,1.35324,1.34084,1.35287,136837.94130000003
11.03.2011 23:00:00.000 GMT+0100,1.35287,1.35287,1.35287,1.35287,0
12.03.2011 23:00:00.000 GMT+0100,1.35287,1.35287,1.35287,1.35287,0
13.03.2011 22:00:00.000 GMT+0100,1.35855,1.36575,1.35211,1.36237,133898.00960000002
14.03.2011 22:00:00.000 GMT+0100,1.36215,1.38335,1.36149,1.37934,190698.8506
15.03.2011 22:00:00.000 GMT+0100,1.37944,1.38350,1.36841,1.37779,172236.52890000003
16.03.2011 22:00:00.000 GMT+0100,1.37746,1.38890,1.37532,1.38056,178166.49200000003
17.03.2011 22:00:00.000 GMT+0100,1.38034,1.39740,1.37454,1.39675,149555.3383
18.03.2011 22:00:00.000 GMT+0100,1.39675,1.39675,1.39675,1.39675,0
19.03.2011 22:00:00.000 GMT+0100,1.39675,1.39675,1.39675,1.39675,0
20.03.2011 22:00:00.000 GMT+0100,1.39760,1.39796,1.38110,1.39068,106829.31920000001
21.03.2011 22:00:00.000 GMT+0100,1.39101,1.39356,1.38746,1.39210,125771.0597
22.03.2011 22:00:00.000 GMT+0100,1.39209,1.39428,1.38207,1.38239,136428.6904
23.03.2011 22:00:00.000 GMT+0100,1.38229,1.38707,1.37764,1.38359,129573.79019999997
24.03.2011 22:00:00.000 GMT+0100,1.38361,1.38495,1.37683,1.38238,125960.60949999999
25.03.2011 22:00:00.000 GMT+0100,1.38238,1.38238,1.38238,1.38238,0
26.03.2011 22:00:00.000 GMT+0100,1.38238,1.38238,1.38238,1.38238,0
27.03.2011 23:00:00.000 GMT+0200,1.37557,1.38188,1.37189,1.37730,113598.9492
28.03.2011 23:00:00.000 GMT+0200,1.37723,1.37923,1.37163,1.37472,117783.14140000001
29.03.2011 23:00:00.000 GMT+0200,1.37470,1.37575,1.36391,1.37169,135135.1395
30.03.2011 23:00:00.000 GMT+0200,1.37169,1.38049,1.37077,1.37393,133968.7089
31.03.2011 23:00:00.000 GMT+0200,1.37427,1.37475,1.35914,1.37043,134110.92029999997
01.04.2011 23:00:00.000 GMT+0200,1.37043,1.37043,1.37043,1.37043,0
02.04.2011 23:00:00.000 GMT+0200,1.37043,1.37043,1.37043,1.37043,0
03.04.2011 23:00:00.000 GMT+0200,1.37087,1.37822,1.36723,1.37465,106707.6305
04.04.2011 23:00:00.000 GMT+0200,1.37496,1.37563,1.36585,1.37069,119502.77090000002
05.04.2011 23:00:00.000 GMT+0200,1.37075,1.37670,1.36919,1.37633,124599.2411
06.04.2011 23:00:00.000 GMT+0200,1.37659,1.37700,1.36652,1.37131,133518.34
07.04.2011 23:00:00.000 GMT+0200,1.37128,1.38606,1.37009,1.38327,131700.5096
08.04.2011 23:00:00.000 GMT+0200,1.38327,1.38327,1.38327,1.38327,0
09.04.2011 23:00:00.000 GMT+0200,1.38327,1.38327,1.38327,1.38327,0
10.04.2011 23:00:00.000 GMT+0200,1.38197,1.38403,1.37794,1.38063,108359.55979999999
11.04.2011 23:00:00.000 GMT+0200,1.38090,1.39872,1.37900,1.39327,150887.0404
12.04.2011 23:00:00.000 GMT+0200,1.39376,1.39699,1.38942,1.38954,131520.9894
13.04.2011 23:00:00.000 GMT+0200,1.38970,1.39495,1.38673,1.39179,146213.83039999998
14.04.2011 23:00:00.000 GMT+0200,1.39215,1.39503,1.38365,1.38365,120351.3909
15.04.2011 23:00:00.000 GMT+0200,1.38365,1.38365,1.38365,1.38365,0
16.04.2011 23:00:00.000 GMT+0200,1.38365,1.38365,1.38365,1.38365,0
17.04.2011 23:00:00.000 GMT+0200,1.38150,1.38451,1.37157,1.37216,140411.9791
18.04.2011 23:00:00.000 GMT+0200,1.37266,1.37725,1.36580,1.37017,137754.2599
19.04.2011 23:00:00.000 GMT+0200,1.37052,1.38641,1.36957,1.38303,144450.81000000003
20.04.2011 23:00:00.000 GMT+0200,1.38338,1.38883,1.38091,1.38662,132684.381
21.04.2011 23:00:00.000 GMT+0200,1.38641,1.38988,1.38459,1.38901,30876.259800000007
22.04.2011 23:00:00.000 GMT+0200,1.38901,1.38901,1.38901,1.38901,0
23.04.2011 23:00:00.000 GMT+0200,1.38901,1.38901,1.38901,1.38901,0
24.04.2011 23:00:00.000 GMT+0200,1.38591,1.39300,1.38477,1.39135,86602.20019999999
25.04.2011 23:00:00.000 GMT+0200,1.39172,1.39570,1.38515,1.39315,132297.98940000002
26.04.2011 23:00:00.000 GMT+0200,1.39272,1.40622,1.39242,1.40400,147398.23059999998
27.04.2011 23:00:00.000 GMT+0200,1.40368,1.41030,1.40309,1.40897,139736.8196
28.04.2011 23:00:00.000 GMT+0200,1.40924,1.41684,1.39843,1.39848,103202.4701
29.04.2011 23:00:00.000 GMT+0200,1.39848,1.39848,1.39848,1.39848,0
30.04.2011 23:00:00.000 GMT+0200,1.39848,1.39888,1.39848,1.39888,0
01.05.2011 23:00:00.000 GMT+0200,1.40044,1.41323,1.39838,1.40944,126690.89090000001
02.05.2011 23:00:00.000 GMT+0200,1.40911,1.41502,1.39974,1.41197,150175.3793
03.05.2011 23:00:00.000 GMT+0200,1.41239,1.42820,1.40959,1.42211,168821.67870000002
04.05.2011 23:00:00.000 GMT+0200,1.42181,1.43376,1.40509,1.40587,183878.27829999995
05.05.2011 23:00:00.000 GMT+0200,1.40577,1.40953,1.38296,1.38300,203794.96000000002
06.05.2011 23:00:00.000 GMT+0200,1.38300,1.38300,1.38300,1.38300,0
07.05.2011 23:00:00.000 GMT+0200,1.38300,1.38300,1.38300,1.38300,0
08.05.2011 23:00:00.000 GMT+0200,1.38638,1.39244,1.37900,1.38125,172162.1598
09.05.2011 23:00:00.000 GMT+0200,1.38093,1.38583,1.37622,1.37830,170809.3309
10.05.2011 23:00:00.000 GMT+0200,1.37848,1.37966,1.36344,1.36387,170702.7309
11.05.2011 23:00:00.000 GMT+0200,1.36441,1.37602,1.36332,1.37085,184847.76100000003
12.05.2011 23:00:00.000 GMT+0200,1.37125,1.37823,1.36533,1.36672,173765.7519
13.05.2011 23:00:00.000 GMT+0200,1.36672,1.36672,1.36672,1.36672,0
14.05.2011 23:00:00.000 GMT+0200,1.36672,1.36672,1.36672,1.36672,0
15.05.2011 23:00:00.000 GMT+0200,1.36411,1.38361,1.36313,1.38103,178972.74980000002
16.05.2011 23:00:00.000 GMT+0200,1.38051,1.38606,1.37731,1.38365,184603.4911
17.05.2011 23:00:00.000 GMT+0200,1.38401,1.38837,1.38103,1.38167,169466.1196
18.05.2011 23:00:00.000 GMT+0200,1.38213,1.38750,1.37634,1.38430,169796.97979999997
19.05.2011 23:00:00.000 GMT+0200,1.38434,1.38623,1.37612,1.37795,167427.66139999998
20.05.2011 23:00:00.000 GMT+0200,1.37795,1.37795,1.37795,1.37795,0
21.05.2011 23:00:00.000 GMT+0200,1.37795,1.37795,1.37795,1.37795,0
22.05.2011 23:00:00.000 GMT+0200,1.37522,1.37806,1.36770,1.37341,169578.12989999997
23.05.2011 23:00:00.000 GMT+0200,1.37366,1.38108,1.37034,1.37684,164985.2709
24.05.2011 23:00:00.000 GMT+0200,1.37630,1.37860,1.37173,1.37606,173597.85950000002
25.05.2011 23:00:00.000 GMT+0200,1.37684,1.39182,1.37578,1.38267,165930.1812
26.05.2011 23:00:00.000 GMT+0200,1.38295,1.39808,1.38168,1.39658,164117.21059999996
27.05.2011 23:00:00.000 GMT+0200,1.39658,1.39658,1.39658,1.39658,0
28.05.2011 23:00:00.000 GMT+0200,1.39658,1.39658,1.39658,1.39658,0
29.05.2011 23:00:00.000 GMT+0200,1.39917,1.39990,1.39180,1.39497,72923.0895
30.05.2011 23:00:00.000 GMT+0200,1.39421,1.40244,1.39062,1.39444,152305.26990000004
31.05.2011 23:00:00.000 GMT+0200,1.39443,1.40602,1.39244,1.39975,165959.3392
01.06.2011 23:00:00.000 GMT+0200,1.39982,1.41677,1.39827,1.41332,156152.17229999995
02.06.2011 23:00:00.000 GMT+0200,1.41392,1.43169,1.41200,1.43094,156788.9706
03.06.2011 23:00:00.000 GMT+0200,1.43094,1.43094,1.43094,1.43094,0
04.06.2011 23:00:00.000 GMT+0200,1.43094,1.43094,1.43094,1.43094,0
05.06.2011 23:00:00.000 GMT+0200,1.42896,1.43683,1.42747,1.42949,155853.8897
06.06.2011 23:00:00.000 GMT+0200,1.42949,1.43306,1.42777,1.43140,150404.50980000003
07.06.2011 23:00:00.000 GMT+0200,1.43157,1.43780,1.42598,1.42786,158049.6602
08.06.2011 23:00:00.000 GMT+0200,1.42813,1.43498,1.41122,1.41130,146306.4401
09.06.2011 23:00:00.000 GMT+0200,1.41088,1.41729,1.40111,1.40532,163114.77039999998
10.06.2011 23:00:00.000 GMT+0200,1.40532,1.40532,1.40532,1.40532,0
11.06.2011 23:00:00.000 GMT+0200,1.40532,1.40532,1.40532,1.40532,0
12.06.2011 23:00:00.000 GMT+0200,1.40189,1.40918,1.39901,1.40627,148677.29819999996
13.06.2011 23:00:00.000 GMT+0200,1.40593,1.40977,1.39773,1.39809,162533.11059999999
14.06.2011 23:00:00.000 GMT+0200,1.39815,1.39989,1.38446,1.38820,209975.01020000005
15.06.2011 23:00:00.000 GMT+0200,1.38823,1.39664,1.38232,1.39356,211876.58070000002
16.06.2011 23:00:00.000 GMT+0200,1.39329,1.40477,1.39074,1.40138,207179.75939999998
17.06.2011 23:00:00.000 GMT+0200,1.40138,1.40138,1.40138,1.40138,0
18.06.2011 23:00:00.000 GMT+0200,1.40138,1.40138,1.40138,1.40138,0
19.06.2011 23:00:00.000 GMT+0200,1.40115,1.40333,1.39621,1.40101,175739.38880000004
20.06.2011 23:00:00.000 GMT+0200,1.40100,1.40655,1.39663,1.39902,179946.2607
21.06.2011 23:00:00.000 GMT+0200,1.39907,1.40381,1.39590,1.39776,168835.52829999998
22.06.2011 23:00:00.000 GMT+0200,1.39780,1.39800,1.38435,1.39529,170085.80060000002
23.06.2011 23:00:00.000 GMT+0200,1.39528,1.40279,1.39192,1.40273,203077.7409
24.06.2011 23:00:00.000 GMT+0200,1.40273,1.40273,1.40273,1.40273,0
25.06.2011 23:00:00.000 GMT+0200,1.40273,1.40273,1.40273,1.40273,0
26.06.2011 23:00:00.000 GMT+0200,1.40014,1.41009,1.39704,1.40850,197789.39080000002
27.06.2011 23:00:00.000 GMT+0200,1.40878,1.41596,1.40694,1.40958,211334.511
28.06.2011 23:00:00.000 GMT+0200,1.40971,1.41176,1.39514,1.39890,187992.83899999998
29.06.2011 23:00:00.000 GMT+0200,1.39899,1.40461,1.39452,1.39666,168436.63979999995
30.06.2011 23:00:00.000 GMT+0200,1.39668,1.39930,1.38967,1.39185,144802.71
01.07.2011 23:00:00.000 GMT+0200,1.39185,1.39185,1.39185,1.39185,0
02.07.2011 23:00:00.000 GMT+0200,1.39185,1.39185,1.39185,1.39185,0
03.07.2011 23:00:00.000 GMT+0200,1.39426,1.39796,1.39145,1.39685,99149.81970000001
04.07.2011 23:00:00.000 GMT+0200,1.39678,1.39733,1.38608,1.38892,144577.5596
05.07.2011 23:00:00.000 GMT+0200,1.38895,1.39242,1.37995,1.38190,145228.48970000003
06.07.2011 23:00:00.000 GMT+0200,1.38192,1.38623,1.36606,1.37638,147378.4494
07.07.2011 23:00:00.000 GMT+0200,1.37652,1.38389,1.36429,1.37180,148534.3698
08.07.2011 23:00:00.000 GMT+0200,1.37180,1.37180,1.37180,1.37180,0
09.07.2011 23:00:00.000 GMT+0200,1.37180,1.37180,1.37180,1.37180,0
10.07.2011 23:00:00.000 GMT+0200,1.36458,1.37006,1.35441,1.35894,168661.56069999997
11.07.2011 23:00:00.000 GMT+0200,1.35894,1.36184,1.34850,1.35004,221342.54969999997
12.07.2011 23:00:00.000 GMT+0200,1.35006,1.36057,1.34659,1.35659,182322.51940000002
13.07.2011 23:00:00.000 GMT+0200,1.35658,1.36574,1.35493,1.35835,189578.32059999998
14.07.2011 23:00:00.000 GMT+0200,1.35835,1.36261,1.34794,1.35022,151001.0706
15.07.2011 23:00:00.000 GMT+0200,1.35022,1.35022,1.35022,1.35022,0
16.07.2011 23:00:00.000 GMT+0200,1.35022,1.35022,1.35022,1.35022,0
17.07.2011 23:00:00.000 GMT+0200,1.34640,1.35419,1.34469,1.35403,152473.96889999998
18.07.2011 23:00:00.000 GMT+0200,1.35406,1.35824,1.34194,1.34418,159634.16090000002
19.07.2011 23:00:00.000 GMT+0200,1.34421,1.34840,1.34310,1.34642,138967.38110000003
20.07.2011 23:00:00.000 GMT+0200,1.34641,1.36225,1.34066,1.36033,169124.48970000003
21.07.2011 23:00:00.000 GMT+0200,1.36015,1.36811,1.35770,1.36057,142077.93099999995
22.07.2011 23:00:00.000 GMT+0200,1.36057,1.36057,1.36057,1.36057,0
23.07.2011 23:00:00.000 GMT+0200,1.36057,1.36057,1.36057,1.36057,0
24.07.2011 23:00:00.000 GMT+0200,1.36466,1.37046,1.35530,1.36105,133437.60950000002
25.07.2011 23:00:00.000 GMT+0200,1.36105,1.36979,1.35996,1.36968,144840.7991
26.07.2011 23:00:00.000 GMT+0200,1.36962,1.37104,1.35896,1.36443,147806.44850000003
27.07.2011 23:00:00.000 GMT+0200,1.36445,1.36469,1.35093,1.36019,151001.28059999997
28.07.2011 23:00:00.000 GMT+0200,1.36021,1.37698,1.35238,1.37557,169805.89019999994
29.07.2011 23:00:00.000 GMT+0200,1.37557,1.37557,1.37557,1.37557,0
30.07.2011 23:00:00.000 GMT+0200,1.37557,1.37557,1.37557,1.37557,0
31.07.2011 23:00:00.000 GMT+0200,1.37125,1.37397,1.36098,1.36366,141939.5689
01.08.2011 23:00:00.000 GMT+0200,1.36359,1.36846,1.35483,1.36469,159569.69879999995
02.08.2011 23:00:00.000 GMT+0200,1.36471,1.38011,1.36251,1.37770,183228.92079999996
03.08.2011 23:00:00.000 GMT+0200,1.37770,1.38795,1.37185,1.38256,208722.9395
04.08.2011 23:00:00.000 GMT+0200,1.38257,1.40176,1.37809,1.40112,224896.0311
05.08.2011 23:00:00.000 GMT+0200,1.40112,1.40112,1.40112,1.40112,0
06.08.2011 23:00:00.000 GMT+0200,1.40112,1.40112,1.40112,1.40112,0
07.08.2011 23:00:00.000 GMT+0200,1.41501,1.41606,1.39809,1.40949,229944.092
08.08.2011 23:00:00.000 GMT+0200,1.40951,1.42371,1.40094,1.40425,250809.95010000002
09.08.2011 23:00:00.000 GMT+0200,1.40428,1.41754,1.40033,1.41002,217132.49139999997
10.08.2011 23:00:00.000 GMT+0200,1.41014,1.41461,1.40084,1.40110,239540.1978
11.08.2011 23:00:00.000 GMT+0200,1.40125,1.41222,1.39934,1.40560,165858.64200000002
12.08.2011 23:00:00.000 GMT+0200,1.40560,1.40560,1.40560,1.40560,0
13.08.2011 23:00:00.000 GMT+0200,1.40560,1.40560,1.40560,1.40560,0
14.08.2011 23:00:00.000 GMT+0200,1.40791,1.42600,1.40701,1.41425,149342.94030000002
15.08.2011 23:00:00.000 GMT+0200,1.41423,1.41899,1.41157,1.41494,161568.1094
16.08.2011 23:00:00.000 GMT+0200,1.41508,1.41982,1.40871,1.41453,151187.94000000003
17.08.2011 23:00:00.000 GMT+0200,1.41436,1.42467,1.41168,1.41938,170507.64819999997
18.08.2011 23:00:00.000 GMT+0200,1.41936,1.42521,1.41334,1.42439,170406.3012
19.08.2011 23:00:00.000 GMT+0200,1.42439,1.42439,1.42439,1.42439,0
20.08.2011 23:00:00.000 GMT+0200,1.42439,1.42439,1.42439,1.42439,0
21.08.2011 23:00:00.000 GMT+0200,1.42349,1.42513,1.41778,1.42190,142595.7091
22.08.2011 23:00:00.000 GMT+0200,1.42190,1.43107,1.42013,1.42586,160530.24969999996
23.08.2011 23:00:00.000 GMT+0200,1.42594,1.42986,1.42155,1.42272,158794.5609
24.08.2011 23:00:00.000 GMT+0200,1.42273,1.42808,1.41221,1.42079,161298.4303
25.08.2011 23:00:00.000 GMT+0200,1.42077,1.43035,1.41730,1.42251,152778.3198
26.08.2011 23:00:00.000 GMT+0200,1.42251,1.42251,1.42251,1.42251,0
27.08.2011 23:00:00.000 GMT+0200,1.42251,1.42251,1.42251,1.42251,0
28.08.2011 23:00:00.000 GMT+0200,1.41939,1.42448,1.41446,1.41741,126017.691
29.08.2011 23:00:00.000 GMT+0200,1.41741,1.41912,1.40732,1.41205,140978.61990000002
30.08.2011 23:00:00.000 GMT+0200,1.41195,1.41494,1.40295,1.40579,125171.9703
31.08.2011 23:00:00.000 GMT+0200,1.40577,1.40677,1.38846,1.39296,139274.87879999998
01.09.2011 23:00:00.000 GMT+0200,1.39300,1.39990,1.38998,1.39866,152975.85030000002
02.09.2011 23:00:00.000 GMT+0200,1.39866,1.39866,1.39866,1.39866,0
03.09.2011 23:00:00.000 GMT+0200,1.39866,1.39866,1.39866,1.39866,0
04.09.2011 23:00:00.000 GMT+0200,1.39529,1.39984,1.39315,1.39590,107029.57070000003
05.09.2011 23:00:00.000 GMT+0200,1.39589,1.40657,1.38435,1.38604,164165.9786
06.09.2011 23:00:00.000 GMT+0200,1.38604,1.39331,1.38470,1.38621,136796.7399
07.09.2011 23:00:00.000 GMT+0200,1.38621,1.38755,1.37163,1.37324,140128.8899
08.09.2011 23:00:00.000 GMT+0200,1.37326,1.37598,1.35898,1.36069,160562.89070000002
09.09.2011 23:00:00.000 GMT+0200,1.36069,1.36069,1.36069,1.36069,0
10.09.2011 23:00:00.000 GMT+0200,1.36069,1.36069,1.36069,1.36069,0
11.09.2011 23:00:00.000 GMT+0200,1.35463,1.36894,1.34983,1.35767,188393.4101
12.09.2011 23:00:00.000 GMT+0200,1.35764,1.36087,1.34823,1.34823,181832.14890000003
13.09.2011 23:00:00.000 GMT+0200,1.34818,1.36383,1.34667,1.36063,183317.3921
14.09.2011 23:00:00.000 GMT+0200,1.36061,1.37124,1.36002,1.36497,159139.40980000002
15.09.2011 23:00:00.000 GMT+0200,1.36510,1.36626,1.34875,1.34908,139419.40189999997
16.09.2011 23:00:00.000 GMT+0200,1.34908,1.34908,1.34908,1.34908,0
17.09.2011 23:00:00.000 GMT+0200,1.34908,1.34908,1.34908,1.34908,0
18.09.2011 23:00:00.000 GMT+0200,1.34307,1.35661,1.33962,1.35564,157283.32089999996
19.09.2011 23:00:00.000 GMT+0200,1.35554,1.36080,1.35031,1.35969,172483.4586
20.09.2011 23:00:00.000 GMT+0200,1.35985,1.37755,1.35774,1.36820,180030.20020000005
21.09.2011 23:00:00.000 GMT+0200,1.36820,1.39316,1.36581,1.38473,215507.8906
22.09.2011 23:00:00.000 GMT+0200,1.38473,1.39307,1.38083,1.38717,198856.9313
23.09.2011 23:00:00.000 GMT+0200,1.38717,1.38717,1.38717,1.38717,0
24.09.2011 23:00:00.000 GMT+0200,1.38717,1.38717,1.38717,1.38717,0
25.09.2011 23:00:00.000 GMT+0200,1.38910,1.39841,1.38329,1.38744,212419.98940000002
26.09.2011 23:00:00.000 GMT+0200,1.38741,1.39308,1.38232,1.38529,192464.3618
27.09.2011 23:00:00.000 GMT+0200,1.38529,1.39995,1.38421,1.39947,181086.82869999998
28.09.2011 23:00:00.000 GMT+0200,1.39947,1.41035,1.39812,1.40879,185621.5993
29.09.2011 23:00:00.000 GMT+0200,1.40893,1.41302,1.39534,1.40499,187165.6399
30.09.2011 23:00:00.000 GMT+0200,1.40499,1.40560,1.40499,1.40560,0
01.10.2011 23:00:00.000 GMT+0200,1.40560,1.40560,1.40560,1.40560,0
02.10.2011 23:00:00.000 GMT+0200,1.39912,1.40353,1.38536,1.38937,202938.59959999996
