Local time,Open,High,Low,Close,Volume
12.07.2006 23:00:00.000 GMT+0200,1.43983,1.44269,1.43201,1.43549,588498.8983999998
13.07.2006 23:00:00.000 GMT+0200,1.43542,1.43608,1.42325,1.42652,552025.1982
14.07.2006 23:00:00.000 GMT+0200,1.42652,1.42652,1.42652,1.42652,0
15.07.2006 23:00:00.000 GMT+0200,1.42652,1.42652,1.42652,1.42652,0
16.07.2006 23:00:00.000 GMT+0200,1.42631,1.42688,1.41116,1.42241,524570.4054000002
17.07.2006 23:00:00.000 GMT+0200,1.42248,1.42434,1.41387,1.42080,510106.60060000006
18.07.2006 23:00:00.000 GMT+0200,1.42088,1.43089,1.41097,1.42798,539693.6988999998
19.07.2006 23:00:00.000 GMT+0200,1.42793,1.43467,1.42636,1.42973,579457.9042000001
20.07.2006 23:00:00.000 GMT+0200,1.42966,1.44510,1.42655,1.44343,526462.2012000001
21.07.2006 23:00:00.000 GMT+0200,1.44343,1.44343,1.44343,1.44343,0
22.07.2006 23:00:00.000 GMT+0200,1.44343,1.44343,1.44343,1.44343,0
23.07.2006 23:00:00.000 GMT+0200,1.44347,1.44710,1.43780,1.44090,509993.70139999985
24.07.2006 23:00:00.000 GMT+0200,1.44098,1.44334,1.43255,1.43504,474087.3984
25.07.2006 23:00:00.000 GMT+0200,1.43516,1.44298,1.42886,1.44232,553394.9031
26.07.2006 23:00:00.000 GMT+0200,1.44232,1.44589,1.43368,1.44106,533369.2011000001
27.07.2006 23:00:00.000 GMT+0200,1.44097,1.44407,1.42990,1.44353,609143.5022999998
28.07.2006 23:00:00.000 GMT+0200,1.44353,1.44353,1.44353,1.44353,0
29.07.2006 23:00:00.000 GMT+0200,1.44353,1.44353,1.44353,1.44353,0
30.07.2006 23:00:00.000 GMT+0200,1.44343,1.44601,1.43195,1.44366,618382.1990000001
31.07.2006 23:00:00.000 GMT+0200,1.44358,1.45031,1.43887,1.44974,557674.8032999999
01.08.2006 23:00:00.000 GMT+0200,1.44967,1.45125,1.43866,1.44024,509303.80380000005
02.08.2006 23:00:00.000 GMT+0200,1.44001,1.44448,1.43246,1.44038,557176.206
03.08.2006 23:00:00.000 GMT+0200,1.44012,1.45815,1.43586,1.45086,557994.2958
04.08.2006 23:00:00.000 GMT+0200,1.45086,1.45086,1.45086,1.45086,0
05.08.2006 23:00:00.000 GMT+0200,1.45086,1.45086,1.45086,1.45086,0
06.08.2006 23:00:00.000 GMT+0200,1.45089,1.45215,1.43462,1.43670,472261.5941000001
07.08.2006 23:00:00.000 GMT+0200,1.43680,1.44418,1.43140,1.44103,541626.3000999999
08.08.2006 23:00:00.000 GMT+0200,1.44113,1.44400,1.43484,1.44036,497510.00259999995
09.08.2006 23:00:00.000 GMT+0200,1.44008,1.44633,1.42646,1.44226,509309.89969999995
10.08.2006 23:00:00.000 GMT+0200,1.44204,1.44255,1.42374,1.43071,504130.49600000004
11.08.2006 23:00:00.000 GMT+0200,1.43071,1.43071,1.43071,1.43071,0
12.08.2006 23:00:00.000 GMT+0200,1.43071,1.43071,1.43071,1.43071,0
13.08.2006 23:00:00.000 GMT+0200,1.43017,1.43552,1.42677,1.43223,537794.2947999999
14.08.2006 23:00:00.000 GMT+0200,1.43214,1.44185,1.43179,1.43356,520734.6950000001
15.08.2006 23:00:00.000 GMT+0200,1.43355,1.43748,1.43021,1.43696,512002.8043000001
16.08.2006 23:00:00.000 GMT+0200,1.43691,1.44049,1.43403,1.43926,521645.6046
17.08.2006 23:00:00.000 GMT+0200,1.43921,1.44417,1.43548,1.44334,489816.2978
18.08.2006 23:00:00.000 GMT+0200,1.44334,1.44334,1.44334,1.44334,0
19.08.2006 23:00:00.000 GMT+0200,1.44334,1.44334,1.44334,1.44334,0
20.08.2006 23:00:00.000 GMT+0200,1.44092,1.44710,1.43761,1.44008,520450.2978
21.08.2006 23:00:00.000 GMT+0200,1.43999,1.44173,1.42607,1.42749,485115.69989999995
22.08.2006 23:00:00.000 GMT+0200,1.42762,1.42987,1.41516,1.42251,508506.4025999999
23.08.2006 23:00:00.000 GMT+0200,1.42246,1.42519,1.41413,1.41567,526602.3986999999
24.08.2006 23:00:00.000 GMT+0200,1.41560,1.41717,1.40946,1.41416,526656.1969999999
25.08.2006 23:00:00.000 GMT+0200,1.41416,1.41416,1.41416,1.41416,0
26.08.2006 23:00:00.000 GMT+0200,1.41416,1.41416,1.41416,1.41416,0
27.08.2006 23:00:00.000 GMT+0200,1.41428,1.42225,1.41254,1.42074,521899.20449999993
28.08.2006 23:00:00.000 GMT+0200,1.42067,1.42381,1.41429,1.42013,524753.6006
29.08.2006 23:00:00.000 GMT+0200,1.42008,1.42568,1.41657,1.42318,476350.3033000001
30.08.2006 23:00:00.000 GMT+0200,1.42323,1.42745,1.41299,1.41381,476881.0015
31.08.2006 23:00:00.000 GMT+0200,1.41336,1.41948,1.40974,1.41722,473474.29630000005
01.09.2006 23:00:00.000 GMT+0200,1.41722,1.41722,1.41722,1.41722,0
02.09.2006 23:00:00.000 GMT+0200,1.41722,1.41722,1.41722,1.41722,0
03.09.2006 23:00:00.000 GMT+0200,1.41712,1.42500,1.41659,1.42469,489553.6986
04.09.2006 23:00:00.000 GMT+0200,1.42460,1.42748,1.41966,1.42423,414277.5022000001
05.09.2006 23:00:00.000 GMT+0200,1.42420,1.42590,1.41084,1.41509,469803.4054
06.09.2006 23:00:00.000 GMT+0200,1.41496,1.41864,1.40534,1.41286,469558.6001
07.09.2006 23:00:00.000 GMT+0200,1.41288,1.42040,1.41019,1.41985,453300.7973
08.09.2006 23:00:00.000 GMT+0200,1.41985,1.41985,1.41985,1.41985,0
09.09.2006 23:00:00.000 GMT+0200,1.41985,1.41985,1.41985,1.41985,0
10.09.2006 23:00:00.000 GMT+0200,1.41968,1.42530,1.41653,1.42368,466543.4975
11.09.2006 23:00:00.000 GMT+0200,1.42355,1.42605,1.41489,1.42032,458565.3022999999
12.09.2006 23:00:00.000 GMT+0200,1.41721,1.42455,1.41717,1.42080,455211.90239999996
13.09.2006 23:00:00.000 GMT+0200,1.42083,1.42490,1.41352,1.42028,454146.0996000001
14.09.2006 23:00:00.000 GMT+0200,1.41959,1.42414,1.41213,1.41704,455374.4009
15.09.2006 23:00:00.000 GMT+0200,1.41704,1.41704,1.41704,1.41704,0
16.09.2006 23:00:00.000 GMT+0200,1.41704,1.41704,1.41704,1.41704,0
17.09.2006 23:00:00.000 GMT+0200,1.41455,1.42217,1.41024,1.41994,464007.19470000005
18.09.2006 23:00:00.000 GMT+0200,1.41966,1.43059,1.41481,1.42789,462334.8003000001
19.09.2006 23:00:00.000 GMT+0200,1.42744,1.43288,1.42573,1.43045,460010.7983
20.09.2006 23:00:00.000 GMT+0200,1.43017,1.43444,1.42298,1.43022,453580.6034
21.09.2006 23:00:00.000 GMT+0200,1.43002,1.43328,1.42443,1.42825,451035.69369999995
22.09.2006 23:00:00.000 GMT+0200,1.42825,1.42825,1.42825,1.42825,0
23.09.2006 23:00:00.000 GMT+0200,1.42825,1.42825,1.42825,1.42825,0
24.09.2006 23:00:00.000 GMT+0200,1.42789,1.43177,1.42049,1.42310,447766.9995
25.09.2006 23:00:00.000 GMT+0200,1.42271,1.42435,1.41099,1.41349,471336.7007
26.09.2006 23:00:00.000 GMT+0200,1.41306,1.41744,1.40858,1.41079,451204.99850000005
27.09.2006 23:00:00.000 GMT+0200,1.41043,1.41532,1.40718,1.41131,465563.5025
28.09.2006 23:00:00.000 GMT+0200,1.41095,1.41874,1.40852,1.41629,457348.40339999995
29.09.2006 23:00:00.000 GMT+0200,1.41629,1.41629,1.41629,1.41629,0
30.09.2006 23:00:00.000 GMT+0200,1.41629,1.41629,1.40742,1.40742,0
01.10.2006 23:00:00.000 GMT+0200,1.40826,1.42416,1.40765,1.42008,461427.69219999993
02.10.2006 23:00:00.000 GMT+0200,1.41998,1.42872,1.41937,1.42864,457899.70119999995
03.10.2006 23:00:00.000 GMT+0200,1.42806,1.43343,1.42552,1.43241,463414.1016
04.10.2006 23:00:00.000 GMT+0200,1.43190,1.43319,1.42624,1.42741,451351.3004000001
05.10.2006 23:00:00.000 GMT+0200,1.42719,1.43059,1.41583,1.41733,449880.29730000003
06.10.2006 23:00:00.000 GMT+0200,1.41733,1.41733,1.41733,1.41733,0
07.10.2006 23:00:00.000 GMT+0200,1.41733,1.41733,1.41733,1.41733,0
08.10.2006 23:00:00.000 GMT+0200,1.41730,1.41928,1.41174,1.41483,440963.895
09.10.2006 23:00:00.000 GMT+0200,1.41411,1.42089,1.41169,1.41964,463984.2016999999
10.10.2006 23:00:00.000 GMT+0200,1.41921,1.42635,1.41863,1.42394,454233.4054
11.10.2006 23:00:00.000 GMT+0200,1.42289,1.42646,1.42133,1.42281,457885.3069
12.10.2006 23:00:00.000 GMT+0200,1.42217,1.42634,1.41917,1.42284,458791.40109999996
13.10.2006 23:00:00.000 GMT+0200,1.42284,1.42284,1.42284,1.42284,0
14.10.2006 23:00:00.000 GMT+0200,1.42284,1.42284,1.42284,1.42284,0
15.10.2006 23:00:00.000 GMT+0200,1.42280,1.42557,1.41933,1.42487,449369.9009
16.10.2006 23:00:00.000 GMT+0200,1.42473,1.43143,1.42108,1.43095,464786.89889999985
17.10.2006 23:00:00.000 GMT+0200,1.42988,1.43202,1.42109,1.42382,456304.8969000001
18.10.2006 23:00:00.000 GMT+0200,1.42298,1.42919,1.42159,1.42257,459846.30429999996
19.10.2006 23:00:00.000 GMT+0200,1.42197,1.42617,1.41411,1.41842,465679.1931999999
20.10.2006 23:00:00.000 GMT+0200,1.41842,1.41842,1.41842,1.41842,0
21.10.2006 23:00:00.000 GMT+0200,1.41842,1.41842,1.41842,1.41842,0
22.10.2006 23:00:00.000 GMT+0200,1.41771,1.41983,1.41189,1.41617,451367.10059999995
23.10.2006 23:00:00.000 GMT+0200,1.41587,1.41918,1.41214,1.41435,448073.1967
24.10.2006 23:00:00.000 GMT+0200,1.41350,1.41991,1.41294,1.41574,502373.2041999999
25.10.2006 23:00:00.000 GMT+0200,1.41492,1.43146,1.41402,1.42538,456425.59910000005
26.10.2006 23:00:00.000 GMT+0200,1.42507,1.42815,1.42185,1.42609,463447.498
27.10.2006 23:00:00.000 GMT+0200,1.42609,1.42609,1.42609,1.42609,0
28.10.2006 23:00:00.000 GMT+0200,1.42609,1.42609,1.42609,1.42609,0
29.10.2006 23:00:00.000 GMT+0100,1.42541,1.43363,1.42166,1.43174,462088.90369999997
30.10.2006 23:00:00.000 GMT+0100,1.43137,1.43507,1.42732,1.43133,454252.39739999996
31.10.2006 23:00:00.000 GMT+0100,1.43123,1.44794,1.42976,1.44372,448072.90140000003
01.11.2006 23:00:00.000 GMT+0100,1.44336,1.45233,1.44037,1.44750,456780.1011000001
02.11.2006 23:00:00.000 GMT+0100,1.44702,1.45017,1.43225,1.43544,439879.5003
03.11.2006 23:00:00.000 GMT+0100,1.43544,1.43544,1.43544,1.43544,0
04.11.2006 23:00:00.000 GMT+0100,1.43544,1.43544,1.43544,1.43544,0
05.11.2006 23:00:00.000 GMT+0100,1.43551,1.44260,1.43417,1.43688,461294.60030000005
06.11.2006 23:00:00.000 GMT+0100,1.43668,1.44544,1.43455,1.44244,459279.9975000001
07.11.2006 23:00:00.000 GMT+0100,1.44214,1.44687,1.43792,1.43969,443866.7041999999
08.11.2006 23:00:00.000 GMT+0100,1.44004,1.45135,1.43865,1.44792,463519.1021
09.11.2006 23:00:00.000 GMT+0100,1.44807,1.45609,1.44645,1.45303,476369.5951000001
10.11.2006 23:00:00.000 GMT+0100,1.45303,1.45303,1.45303,1.45303,0
11.11.2006 23:00:00.000 GMT+0100,1.45303,1.45303,1.45303,1.45303,0
12.11.2006 23:00:00.000 GMT+0100,1.45322,1.45955,1.45104,1.45596,459449.9049
13.11.2006 23:00:00.000 GMT+0100,1.45592,1.46353,1.45510,1.45599,468259.00149999995
14.11.2006 23:00:00.000 GMT+0100,1.45582,1.46254,1.45482,1.45981,473920.1026
15.11.2006 23:00:00.000 GMT+0100,1.46007,1.46228,1.45574,1.46076,467647.2968
16.11.2006 23:00:00.000 GMT+0100,1.46082,1.47176,1.45760,1.47046,470213.09659999993
17.11.2006 23:00:00.000 GMT+0100,1.47046,1.47046,1.47046,1.47046,0
18.11.2006 23:00:00.000 GMT+0100,1.47046,1.47046,1.47046,1.47046,0
19.11.2006 23:00:00.000 GMT+0100,1.47009,1.47172,1.46624,1.46865,466126.70120000007
20.11.2006 23:00:00.000 GMT+0100,1.46857,1.47360,1.46652,1.47128,458798.1977000001
21.11.2006 23:00:00.000 GMT+0100,1.47162,1.47739,1.46760,1.47647,471571.4975
22.11.2006 23:00:00.000 GMT+0100,1.47663,1.48018,1.47478,1.47752,470357.69670000003
23.11.2006 23:00:00.000 GMT+0100,1.47755,1.48906,1.47575,1.48449,479324.4965
24.11.2006 23:00:00.000 GMT+0100,1.48449,1.48449,1.48449,1.48449,0
25.11.2006 23:00:00.000 GMT+0100,1.48449,1.48449,1.48449,1.48449,0
26.11.2006 23:00:00.000 GMT+0100,1.48436,1.49048,1.48258,1.48797,466334.9014000001
27.11.2006 23:00:00.000 GMT+0100,1.48796,1.49252,1.48403,1.49147,476278.39840000006
28.11.2006 23:00:00.000 GMT+0100,1.49112,1.49929,1.49014,1.49637,478126.6957
29.11.2006 23:00:00.000 GMT+0100,1.49589,1.51526,1.49522,1.50936,483972.10309999995
30.11.2006 23:00:00.000 GMT+0100,1.50904,1.52742,1.50706,1.52626,461867.19570000004
01.12.2006 23:00:00.000 GMT+0100,1.52626,1.52626,1.52626,1.52626,0
02.12.2006 23:00:00.000 GMT+0100,1.52626,1.52626,1.52626,1.52626,0
03.12.2006 23:00:00.000 GMT+0100,1.52552,1.52860,1.51747,1.52098,481018.09990000003
04.12.2006 23:00:00.000 GMT+0100,1.52069,1.52320,1.51580,1.52062,481706.40789999993
05.12.2006 23:00:00.000 GMT+0100,1.52045,1.52745,1.51432,1.52476,495807.49999999994
06.12.2006 23:00:00.000 GMT+0100,1.52423,1.52953,1.52207,1.52659,469558.0980999998
07.12.2006 23:00:00.000 GMT+0100,1.52639,1.53344,1.51465,1.51647,478707.9970000001
08.12.2006 23:00:00.000 GMT+0100,1.51647,1.51647,1.51647,1.51647,0
09.12.2006 23:00:00.000 GMT+0100,1.51647,1.51647,1.51647,1.51647,0
10.12.2006 23:00:00.000 GMT+0100,1.51593,1.52132,1.50871,1.51842,481674.29879999993
11.12.2006 23:00:00.000 GMT+0100,1.51862,1.53103,1.51547,1.53005,467319.2998
12.12.2006 23:00:00.000 GMT+0100,1.53007,1.53125,1.52211,1.52785,463881.40190000006
13.12.2006 23:00:00.000 GMT+0100,1.52761,1.53138,1.51847,1.52045,470236.498
14.12.2006 23:00:00.000 GMT+0100,1.52047,1.52311,1.51200,1.51397,486418.79779999994
15.12.2006 23:00:00.000 GMT+0100,1.51397,1.51397,1.51397,1.51397,0
16.12.2006 23:00:00.000 GMT+0100,1.51397,1.51397,1.51397,1.51397,0
17.12.2006 23:00:00.000 GMT+0100,1.51381,1.51773,1.50899,1.51452,470059.2
18.12.2006 23:00:00.000 GMT+0100,1.51474,1.52494,1.51048,1.52042,470157.7037
19.12.2006 23:00:00.000 GMT+0100,1.52034,1.52613,1.50895,1.51316,461953.004
20.12.2006 23:00:00.000 GMT+0100,1.51289,1.52175,1.51126,1.52103,458402.4975
21.12.2006 23:00:00.000 GMT+0100,1.52097,1.52611,1.51667,1.51933,457702.4985
22.12.2006 23:00:00.000 GMT+0100,1.51933,1.51933,1.51933,1.51933,0
23.12.2006 23:00:00.000 GMT+0100,1.51933,1.51933,1.51933,1.51933,0
24.12.2006 23:00:00.000 GMT+0100,1.51933,1.51933,1.51933,1.51933,0
25.12.2006 23:00:00.000 GMT+0100,1.51983,1.52347,1.51819,1.51960,257708.59960000002
26.12.2006 23:00:00.000 GMT+0100,1.51990,1.53168,1.51918,1.52328,449434.59709999996
27.12.2006 23:00:00.000 GMT+0100,1.52320,1.52900,1.52084,1.52536,459927.6000999999
28.12.2006 23:00:00.000 GMT+0100,1.52498,1.53953,1.52295,1.53703,442968.70670000004
29.12.2006 23:00:00.000 GMT+0100,1.53703,1.53703,1.53703,1.53703,0
30.12.2006 23:00:00.000 GMT+0100,1.53703,1.53703,1.53703,1.53703,0
31.12.2006 23:00:00.000 GMT+0100,1.53703,1.53703,1.53703,1.53703,0
01.01.2007 23:00:00.000 GMT+0100,1.53707,1.54904,1.53499,1.54608,227373.90339999998
02.01.2007 23:00:00.000 GMT+0100,1.54435,1.55012,1.53880,1.54462,467680.4028999999
03.01.2007 23:00:00.000 GMT+0100,1.54425,1.54504,1.53470,1.53940,472288.99950000003
04.01.2007 23:00:00.000 GMT+0100,1.53927,1.54269,1.52248,1.52437,450078.0986
05.01.2007 23:00:00.000 GMT+0100,1.52437,1.52437,1.52437,1.52437,0
06.01.2007 23:00:00.000 GMT+0100,1.52437,1.52437,1.52437,1.52437,0
07.01.2007 23:00:00.000 GMT+0100,1.52459,1.53441,1.52284,1.52929,463783.60110000015
08.01.2007 23:00:00.000 GMT+0100,1.52973,1.53530,1.52701,1.52931,467890.99950000003
09.01.2007 23:00:00.000 GMT+0100,1.52957,1.53120,1.51698,1.51855,461483.70219999994
10.01.2007 23:00:00.000 GMT+0100,1.51868,1.53141,1.51458,1.51781,462703.2007
11.01.2007 23:00:00.000 GMT+0100,1.51761,1.52040,1.50810,1.51178,474740.50099999993
12.01.2007 23:00:00.000 GMT+0100,1.51178,1.51178,1.51178,1.51178,0
13.01.2007 23:00:00.000 GMT+0100,1.51178,1.51178,1.51178,1.51178,0
14.01.2007 23:00:00.000 GMT+0100,1.54205,1.54499,1.50679,1.51036,459068.8934
15.01.2007 23:00:00.000 GMT+0100,1.51026,1.52114,1.50820,1.51858,464915.8989
16.01.2007 23:00:00.000 GMT+0100,1.51833,1.52230,1.51512,1.51660,464073.00399999996
17.01.2007 23:00:00.000 GMT+0100,1.51665,1.52408,1.51500,1.52162,474959.70819999994
18.01.2007 23:00:00.000 GMT+0100,1.52168,1.52705,1.51489,1.51903,472167.19720000005
19.01.2007 23:00:00.000 GMT+0100,1.51903,1.51903,1.51903,1.51903,0
20.01.2007 23:00:00.000 GMT+0100,1.51903,1.51903,1.51903,1.51903,0
21.01.2007 23:00:00.000 GMT+0100,1.51886,1.53186,1.51709,1.53037,458808.6998
22.01.2007 23:00:00.000 GMT+0100,1.53029,1.54333,1.52653,1.53708,475492.4014000001
23.01.2007 23:00:00.000 GMT+0100,1.53725,1.53985,1.52561,1.52816,476393.6987
24.01.2007 23:00:00.000 GMT+0100,1.52831,1.53184,1.52065,1.52937,477927.8988999999
25.01.2007 23:00:00.000 GMT+0100,1.52918,1.53169,1.52013,1.52299,466457.20019999996
26.01.2007 23:00:00.000 GMT+0100,1.52299,1.52299,1.52299,1.52299,0
27.01.2007 23:00:00.000 GMT+0100,1.52299,1.52299,1.52299,1.52299,0
28.01.2007 23:00:00.000 GMT+0100,1.52310,1.53264,1.52139,1.53185,467483.1011
29.01.2007 23:00:00.000 GMT+0100,1.53240,1.53492,1.52765,1.52882,464689.70170000003
30.01.2007 23:00:00.000 GMT+0100,1.52871,1.53774,1.52435,1.53311,468212.30130000005
31.01.2007 23:00:00.000 GMT+0100,1.53309,1.53633,1.52872,1.53389,473090.3018
01.02.2007 23:00:00.000 GMT+0100,1.53399,1.54461,1.53266,1.53408,469814.09810000006
02.02.2007 23:00:00.000 GMT+0100,1.53408,1.53408,1.53408,1.53408,0
03.02.2007 23:00:00.000 GMT+0100,1.53408,1.53408,1.53408,1.53408,0
04.02.2007 23:00:00.000 GMT+0100,1.53407,1.53653,1.52619,1.52817,466759.5005
05.02.2007 23:00:00.000 GMT+0100,1.52834,1.53535,1.52587,1.53402,456175.99650000007
06.02.2007 23:00:00.000 GMT+0100,1.53412,1.54303,1.53227,1.54069,470261.39840000006
07.02.2007 23:00:00.000 GMT+0100,1.54082,1.54737,1.53828,1.54186,457798.5029999999
08.02.2007 23:00:00.000 GMT+0100,1.54200,1.54325,1.52244,1.52378,463620.6982000001
09.02.2007 23:00:00.000 GMT+0100,1.52378,1.52378,1.52378,1.52378,0
10.02.2007 23:00:00.000 GMT+0100,1.52378,1.52378,1.52378,1.52378,0
11.02.2007 23:00:00.000 GMT+0100,1.52337,1.52463,1.51585,1.52333,77550.70019999998
12.02.2007 23:00:00.000 GMT+0100,1.52339,1.52728,1.51863,1.52070,465092.7007000001
13.02.2007 23:00:00.000 GMT+0100,1.52061,1.53267,1.51955,1.53025,480375.7988000001
14.02.2007 23:00:00.000 GMT+0100,1.53069,1.53340,1.52618,1.52735,471722.4949999999
15.02.2007 23:00:00.000 GMT+0100,1.52720,1.53026,1.52351,1.52691,461915.4052
16.02.2007 23:00:00.000 GMT+0100,1.52691,1.52691,1.52691,1.52691,0
17.02.2007 23:00:00.000 GMT+0100,1.52691,1.52691,1.52691,1.52691,0
18.02.2007 23:00:00.000 GMT+0100,1.52769,1.53216,1.52681,1.53102,448496.7020000001
19.02.2007 23:00:00.000 GMT+0100,1.53097,1.53926,1.52935,1.53643,466490.60060000006
20.02.2007 23:00:00.000 GMT+0100,1.53679,1.54041,1.52222,1.52351,479618.7973
21.02.2007 23:00:00.000 GMT+0100,1.52338,1.52570,1.51693,1.52420,501063.1010999999
22.02.2007 23:00:00.000 GMT+0100,1.52484,1.52731,1.51839,1.52602,470609.0990999999
23.02.2007 23:00:00.000 GMT+0100,1.52602,1.52602,1.52602,1.52602,0
24.02.2007 23:00:00.000 GMT+0100,1.52602,1.52602,1.52602,1.52602,0
25.02.2007 23:00:00.000 GMT+0100,1.52620,1.53038,1.52228,1.53003,479928.7989999999
26.02.2007 23:00:00.000 GMT+0100,1.53015,1.54586,1.52678,1.54490,470618.5971000001
27.02.2007 23:00:00.000 GMT+0100,1.54500,1.54935,1.53754,1.54671,471260.89839999995
28.02.2007 23:00:00.000 GMT+0100,1.54714,1.55351,1.54112,1.54544,480826.70119999995
01.03.2007 23:00:00.000 GMT+0100,1.54549,1.55323,1.54069,1.55238,484379.9955
02.03.2007 23:00:00.000 GMT+0100,1.55238,1.55238,1.55238,1.55238,0
03.03.2007 23:00:00.000 GMT+0100,1.55238,1.55238,1.55238,1.55238,0
04.03.2007 23:00:00.000 GMT+0100,1.57982,1.58082,1.54184,1.54519,473851.39840000006
05.03.2007 23:00:00.000 GMT+0100,1.54526,1.54832,1.53632,1.54391,474306.3984
06.03.2007 23:00:00.000 GMT+0100,1.54403,1.55317,1.54027,1.55222,472795.3979
07.03.2007 23:00:00.000 GMT+0100,1.55271,1.55271,1.54642,1.54923,478225.2027000001
08.03.2007 23:00:00.000 GMT+0100,1.54862,1.55242,1.53312,1.53676,473228.09560000006
09.03.2007 23:00:00.000 GMT+0100,1.53676,1.53676,1.53676,1.53676,0
10.03.2007 23:00:00.000 GMT+0100,1.53676,1.53676,1.53676,1.53676,0
11.03.2007 22:00:00.000 GMT+0100,1.53681,1.54544,1.53468,1.54485,468944.70070000004
12.03.2007 22:00:00.000 GMT+0100,1.54515,1.55161,1.53771,1.55010,460222.69619999995
13.03.2007 22:00:00.000 GMT+0100,1.55006,1.55890,1.54504,1.55453,470549.8047999999
14.03.2007 22:00:00.000 GMT+0100,1.55460,1.55864,1.54970,1.55782,486978.2007
15.03.2007 22:00:00.000 GMT+0100,1.55791,1.56628,1.55545,1.56575,484205.00549999997
16.03.2007 22:00:00.000 GMT+0100,1.56575,1.56575,1.56575,1.56575,0
17.03.2007 22:00:00.000 GMT+0100,1.56575,1.56575,1.56575,1.56575,0
18.03.2007 22:00:00.000 GMT+0100,1.56671,1.56821,1.55954,1.56520,470366.60160000005
19.03.2007 22:00:00.000 GMT+0100,1.56544,1.56762,1.54323,1.54657,491409.19620000006
20.03.2007 22:00:00.000 GMT+0100,1.54619,1.54776,1.53829,1.54638,481682.7983
21.03.2007 22:00:00.000 GMT+0100,1.54619,1.54985,1.54044,1.54231,483118.80129999993
22.03.2007 22:00:00.000 GMT+0100,1.54208,1.54456,1.53843,1.54111,488345.3013
23.03.2007 22:00:00.000 GMT+0100,1.54111,1.54111,1.54111,1.54111,0
24.03.2007 22:00:00.000 GMT+0100,1.54111,1.54111,1.54111,1.54111,0
25.03.2007 23:00:00.000 GMT+0200,1.54119,1.55106,1.53881,1.54791,253195.60080000001
26.03.2007 23:00:00.000 GMT+0200,1.54753,1.54864,1.53960,1.54458,252020.60050000003
27.03.2007 23:00:00.000 GMT+0200,1.54417,1.54900,1.54174,1.54260,251854.59839999996
28.03.2007 23:00:00.000 GMT+0200,1.54226,1.54847,1.54103,1.54450,252543.8029
29.03.2007 23:00:00.000 GMT+0200,1.54303,1.54597,1.53044,1.54021,252929.20050000004
30.03.2007 23:00:00.000 GMT+0200,1.54021,1.54021,1.54021,1.54021,0
31.03.2007 23:00:00.000 GMT+0200,1.54021,1.54021,1.53962,1.53962,0
01.04.2007 23:00:00.000 GMT+0200,1.53888,1.54660,1.53599,1.54514,257897.9005
02.04.2007 23:00:00.000 GMT+0200,1.54492,1.54792,1.54293,1.54404,253125.6031
03.04.2007 23:00:00.000 GMT+0200,1.54404,1.54993,1.54132,1.54932,251864.0985
04.04.2007 23:00:00.000 GMT+0200,1.54925,1.55020,1.53964,1.54539,252443.49740000005
05.04.2007 23:00:00.000 GMT+0200,1.54533,1.54640,1.53673,1.53974,252396.19990000007
06.04.2007 23:00:00.000 GMT+0200,1.53974,1.53974,1.53974,1.53974,0
07.04.2007 23:00:00.000 GMT+0200,1.53974,1.53974,1.53974,1.53974,0
08.04.2007 23:00:00.000 GMT+0200,1.53882,1.54061,1.53652,1.53917,246626.19989999998
09.04.2007 23:00:00.000 GMT+0200,1.53871,1.54635,1.53803,1.54123,252955.60139999999
10.04.2007 23:00:00.000 GMT+0200,1.54116,1.54179,1.52945,1.53018,252435.1001
11.04.2007 23:00:00.000 GMT+0200,1.52976,1.53644,1.52700,1.52940,254937.90149999998
12.04.2007 23:00:00.000 GMT+0200,1.52876,1.54007,1.52853,1.53825,251793.00089999996
13.04.2007 23:00:00.000 GMT+0200,1.53825,1.53825,1.53825,1.53825,0
14.04.2007 23:00:00.000 GMT+0200,1.53825,1.53825,1.53825,1.53825,0
15.04.2007 23:00:00.000 GMT+0200,1.53784,1.54277,1.53026,1.53117,258662.99889999992
16.04.2007 23:00:00.000 GMT+0200,1.53110,1.53606,1.53019,1.53385,253406.09820000007
17.04.2007 23:00:00.000 GMT+0200,1.53350,1.54059,1.53014,1.53421,254044.9009
18.04.2007 23:00:00.000 GMT+0200,1.53362,1.53820,1.52600,1.53708,252973.2002
19.04.2007 23:00:00.000 GMT+0200,1.53699,1.53931,1.52464,1.52646,253596.40080000003
20.04.2007 23:00:00.000 GMT+0200,1.52646,1.52646,1.52646,1.52646,0
21.04.2007 23:00:00.000 GMT+0200,1.52646,1.52646,1.52646,1.52646,0
22.04.2007 23:00:00.000 GMT+0200,1.52645,1.52806,1.52029,1.52282,247158.3006
23.04.2007 23:00:00.000 GMT+0200,1.52230,1.53092,1.51781,1.52943,253181.50239999997
24.04.2007 23:00:00.000 GMT+0200,1.52891,1.53259,1.51828,1.52012,252251.10099999997
25.04.2007 23:00:00.000 GMT+0200,1.51958,1.52634,1.51907,1.52500,252958.29819999996
26.04.2007 23:00:00.000 GMT+0200,1.52446,1.52668,1.51846,1.52359,251790.30390000003
27.04.2007 23:00:00.000 GMT+0200,1.52359,1.52359,1.52359,1.52359,0
28.04.2007 23:00:00.000 GMT+0200,1.52359,1.52359,1.52359,1.52359,0
29.04.2007 23:00:00.000 GMT+0200,1.52002,1.52361,1.50754,1.51395,259151.69789999994
